PROGRAM_ID,TITLE,Generated_Tags,Actual_Tags,Matching_Tags_Count
tt1486192,The Raven,['murder' 'flashback'],['murder'],1
tt1791528,Inherent Vice,['murder' 'neo noir' 'suspenseful' 'violence' 'mystery' 'flashback' 'cult'],"['absurd' 'anti war' 'comedy' 'cult' 'flashback' 'murder' 'neo noir'
 'revenge' 'satire' 'violence']",5
tt0058962,The Bedford Incident,['murder' 'suspenseful' 'violence'],['suspenseful'],1
tt4960754,Aparichit 2,['romantic'],['romantic'],1
tt0038369,The Blue Dahlia,['murder'],['cult' 'murder' 'mystery'],1
tt0039661,Nightmare Alley,['paranormal'],['insanity' 'murder' 'romantic'],0
tt0493402,Boarding Gate,['murder' 'neo noir'],['murder'],1
tt1174954,Baiohazâdo: Dijenerêshon,['murder' 'violence' 'suspenseful'],['murder' 'suspenseful' 'violence'],3
tt0245844,The Count of Monte Cristo,['revenge' 'action' 'murder' 'historical fiction'],['action' 'fantasy' 'flashback' 'historical' 'murder' 'revenge' 'romantic'],3
tt0098073,Penn & Teller Get Killed,"['murder' 'flashback' 'comedy' 'violence' 'psychedelic' 'cult'
 'suspenseful' 'romantic' 'neo noir' 'mystery']",['clever' 'comedy' 'prank'],1
tt0059127,Dracula: Prince of Darkness,['gothic' 'cult' 'good versus evil'],['good versus evil' 'gothic'],2
tt0907676,The Hills Run Red,['murder' 'revenge' 'western' 'violence'],['flashback' 'insanity' 'murder' 'sadist' 'violence'],2
tt0180274,Unhinged,"['murder' 'violence' 'cult' 'horror' 'sadist' 'cruelty' 'insanity'
 'revenge' 'suspenseful' 'flashback']",['cult' 'murder' 'violence'],3
tt0091187,Heartbreak Ridge,['violence'],['comedy' 'cult' 'humor' 'revenge' 'violence'],1
tt1488555,The Change-Up,['romantic' 'entertaining' 'comedy' 'humor' 'cute'],['entertaining'],1
tt0086589,Suburbia,['murder' 'violence' 'cult'],['violence'],1
tt0139654,Training Day,['murder' 'violence' 'revenge' 'flashback' 'neo noir'],['comedy' 'murder' 'neo noir' 'romantic' 'storytelling' 'violence'],3
tt0077914,Martin,['murder' 'violence' 'cult' 'flashback' 'gothic'],['cult' 'flashback' 'murder' 'suspenseful' 'violence'],4
tt0075265,A Star Is Born,['comedy' 'entertaining' 'flashback' 'humor' 'boring'],['romantic' 'tragedy'],0
tt0357507,Boogeyman,['murder' 'paranormal' 'horror' 'violence'],['flashback' 'psychological'],0
tt3183660,Fantastic Beasts and Where to Find Them,['murder' 'flashback'],"['good versus evil' 'psychedelic' 'revenge' 'romantic' 'sci-fi'
 'whimsical']",0
tt0082379,The Final Terror,['violence' 'murder'],"['cult' 'grindhouse film' 'horror' 'insanity' 'murder' 'prank' 'sadist'
 'violence']",2
tt0097499,Henry V,"['historical' 'murder' 'dramatic' 'tragedy' 'violence' 'anti war' 'action'
 'flashback' 'sentimental' 'romantic']",['action' 'flashback' 'historical' 'realism' 'tragedy' 'violence'],5
tt0120484,The Waterboy,['entertaining' 'flashback'],['comedy' 'cult' 'entertaining' 'humor' 'stupid'],1
tt0421054,Domino,['murder' 'violence' 'neo noir' 'comedy' 'cult'],['comedy' 'flashback' 'murder' 'revenge' 'satire' 'tragedy'],2
tt0456020,Waist Deep,['violence' 'murder' 'cult' 'comedy' 'neo noir' 'humor'],['blaxploitation' 'murder' 'neo noir' 'revenge' 'violence'],3
tt2170439,Horrible Bosses 2,['comedy'],['humor'],0
tt1990314,Robot & Frank,['flashback' 'entertaining' 'comedy'],['humor' 'satire'],0
tt0064904,Il rosso segno della follia,['murder' 'flashback'],"['cruelty' 'cult' 'horror' 'murder' 'psychedelic' 'romantic' 'sadist'
 'suspenseful' 'violence']",1
tt0084756,Tag: The Assassination Game,['murder' 'violence' 'revenge' 'flashback'],['murder' 'prank'],1
tt0171804,Boys Don't Cry,['cult' 'satire'],"['dramatic' 'flashback' 'murder' 'queer' 'sentimental' 'tragedy'
 'violence']",0
tt0138097,Shakespeare in Love,"['romantic' 'flashback' 'satire' 'boring' 'psychedelic' 'cult'
 'sentimental']",['dramatic' 'romantic' 'satire'],2
tt1569923,Batman: Under the Red Hood,['violence' 'murder' 'flashback' 'revenge' 'sadist' 'suspenseful'],['cult' 'flashback' 'neo noir' 'revenge' 'violence'],3
tt0390022,Friday Night Lights,['romantic' 'flashback'],['dramatic' 'historical' 'inspiring' 'realism' 'thought-provoking'],0
tt1606267,Lafangey Parindey,['romantic'],['romantic'],1
tt1531642,Charles Beaumont: The Short Life of Twilight Zone's Magic Man,['romantic'],['dark'],0
tt0082340,Escape from New York,['violence' 'murder' 'cult' 'psychedelic' 'comedy' 'suspenseful' 'humor'],"['action' 'cult' 'dark' 'entertaining' 'humor' 'murder' 'neo noir'
 'violence']",4
tt0114852,Village of the Damned,"['murder' 'paranormal' 'insanity' 'haunting' 'gothic' 'suspenseful'
 'horror' 'flashback']",['murder' 'paranormal' 'violence'],2
tt1450321,Filth,['violence' 'murder' 'flashback'],['flashback' 'murder' 'psychedelic'],2
tt0146675,End of Days,"['murder' 'violence' 'suspenseful' 'good versus evil' 'cult' 'horror'
 'paranormal' 'comedy' 'humor' 'revenge']","['flashback' 'good versus evil' 'murder' 'mystery' 'neo noir' 'stupid'
 'suspenseful' 'violence']",4
tt0281364,Wasabi,['violence' 'murder'],['action' 'comedy' 'violence'],1
tt0117218,The Nutty Professor,['flashback' 'entertaining' 'comedy' 'humor'],['comedy' 'humor'],2
tt0413099,Evan Almighty,['satire'],['humor'],0
tt0424345,Clerks II,['comedy' 'satire' 'adult comedy' 'humor' 'cult' 'entertaining' 'prank'],['comedy' 'cult' 'entertaining' 'humor'],4
tt0056923,Charade,['murder' 'suspenseful' 'mystery' 'comedy' 'flashback'],['humor' 'murder' 'romantic'],1
tt0335345,The Passion of the Christ,['violence' 'psychedelic' 'murder' 'avant garde' 'cult'],"['boring' 'christian film' 'cult' 'flashback' 'good versus evil'
 'insanity' 'melodrama' 'sadist' 'tragedy' 'violence']",2
tt1099204,The Last Confession of Alexander Pearce,['murder' 'flashback'],['murder' 'violence'],1
tt0087050,Children of the Corn,['murder' 'violence'],['cult' 'good versus evil' 'murder' 'paranormal' 'romantic' 'violence'],2
tt0114134,The Pillow Book,['romantic' 'flashback'],['autobiographical' 'dark' 'murder' 'psychedelic' 'revenge' 'romantic'],1
tt0105217,Raising Cain,['murder' 'romantic' 'melodrama'],['cult' 'dramatic' 'flashback' 'murder' 'mystery' 'psychological'],1
tt0108160,Sleepless in Seattle,['comedy' 'dramatic'],['boring' 'comedy' 'dramatic' 'romantic'],2
tt0804555,Wrong Turn 2: Dead End,['violence' 'murder'],['murder' 'violence'],2
tt0138749,The Road to El Dorado,['good versus evil' 'romantic'],['action' 'cult' 'entertaining'],0
tt1185420,Dostana,['romantic'],['adult comedy' 'romantic'],1
tt0066518,The Vampire Lovers,['gothic'],['cult' 'flashback' 'gothic' 'murder' 'paranormal' 'revenge'],1
tt0134273,8MM,['murder'],"['cruelty' 'cult' 'murder' 'mystery' 'neo noir' 'revenge' 'sadist'
 'suspenseful' 'violence']",1
tt0048757,Ukigumo,['romantic'],['tragedy'],0
tt0098622,Warlock,['revenge' 'murder' 'flashback'],['cult' 'murder' 'violence'],1
tt0308878,The Shape of Things,['romantic' 'satire' 'comedy' 'psychedelic'],['boring' 'cruelty' 'philosophical'],0
tt0110622,Naked Gun 33 1/3: The Final Insult,['comedy' 'mystery' 'entertaining' 'boring'],"['absurd' 'boring' 'comedy' 'cult' 'entertaining' 'flashback' 'humor'
 'revenge']",3
tt0942385,Tropic Thunder,"['comedy' 'violence' 'flashback' 'satire' 'entertaining' 'boring' 'humor'
 'cult' 'murder' 'dramatic']","['bleak' 'comic' 'cult' 'entertaining' 'humor' 'insanity' 'satire'
 'violence']",5
tt0087127,Deathstalker,['violence' 'cult' 'action' 'revenge'],['cruelty' 'cult' 'entertaining' 'fantasy' 'romantic' 'violence'],2
tt1865573,Bad Kids Go to Hell,['flashback' 'murder'],['comedy' 'flashback' 'murder' 'revenge'],2
tt0309377,Blood Work,['murder' 'violence' 'cult' 'revenge' 'romantic'],['murder' 'violence'],2
tt2309224,Big Bad Wolves,"['murder' 'violence' 'flashback' 'suspenseful' 'neo noir' 'sadist'
 'revenge' 'realism' 'dark' 'cruelty']",['comedy' 'murder' 'revenge' 'satire'],2
tt0090859,Cobra,['cult' 'murder' 'violence' 'revenge'],['action' 'comedy' 'cult' 'humor' 'murder' 'mystery' 'neo noir' 'violence'],3
tt0061439,Camelot,['romantic' 'action'],['action' 'historical fiction' 'romantic' 'violence'],2
tt1179258,Chéri,['romantic'],['flashback'],0
tt0300140,Lilja 4-ever,"['murder' 'violence' 'flashback' 'romantic' 'revenge' 'cruelty' 'sadist'
 'tragedy']",['depressing' 'tragedy' 'violence'],2
tt0025830,The Star Packer,['murder' 'revenge'],['murder'],1
tt0218922,Original Sin,['violence' 'murder'],['boring' 'flashback' 'murder' 'suspenseful' 'violence'],2
tt0027698,The Great Ziegfeld,['romantic'],['comedy' 'romantic'],1
tt0466943,Randy and the Mob,['violence'],['romantic'],0
tt0407121,Pooh's Heffalump Movie,['psychedelic' 'entertaining'],['cute'],0
tt0069754,The Baby,['satire'],['cult' 'murder'],0
tt0192657,Swiri,"['revenge' 'neo noir' 'flashback' 'suspenseful' 'murder' 'comedy'
 'violence' 'humor' 'mystery']",['action' 'flashback' 'murder' 'neo noir' 'revenge' 'romantic'],4
tt0115744,Brassed Off,"['dramatic' 'romantic' 'sentimental' 'boring' 'entertaining' 'flashback'
 'comedy']",['romantic'],1
tt1772240,Apollo 18,['suspenseful'],['boring' 'home movie' 'suspenseful'],1
tt0077572,Force 10 from Navarone,['violence' 'murder' 'revenge'],['psychedelic'],0
tt0039305,Dead Reckoning,['revenge' 'neo noir'],['flashback' 'murder' 'plot twist'],0
tt0082533,The Howling,"['cult' 'murder' 'violence' 'suspenseful' 'atmospheric' 'horror'
 'psychedelic' 'mystery' 'insanity' 'flashback']",['cult' 'gothic' 'murder' 'romantic' 'suicidal' 'violence'],3
tt0067334,Le Mans,['murder' 'revenge' 'violence'],['flashback'],0
tt0230011,Atlantis: The Lost Empire,['good versus evil' 'sci-fi'],['cult' 'fantasy' 'flashback' 'murder' 'romantic' 'sci-fi' 'violence'],1
tt0086837,2010,['psychedelic' 'philosophical' 'psychological'],['boring' 'cult'],0
tt0035262,Road to Morocco,['action'],['prank'],0
tt0055257,One-Eyed Jacks,['murder' 'revenge'],['cult' 'revenge'],1
tt1058017,The Invention of Lying,['romantic' 'melodrama'],"['alternate reality' 'bleak' 'entertaining' 'flashback' 'philosophical'
 'satire' 'storytelling']",0
tt0098309,She-Devil,['flashback' 'comedy' 'dramatic' 'home movie'],['comedy' 'revenge'],1
tt0054038,The Lost World,['romantic'],['revenge'],0
tt0412142,House M.D.,['psychedelic' 'insanity'],['adult comedy' 'comedy' 'humor'],0
tt0107616,Much Ado About Nothing,['romantic'],"['comedy' 'cute' 'feel-good' 'intrigue' 'prank' 'psychedelic' 'revenge'
 'romantic']",1
tt0067065,Escape from the Planet of the Apes,['sci-fi' 'violence' 'good versus evil' 'murder' 'alternate history'],['alternate history' 'flashback' 'murder'],2
tt0092906,Dolls,['murder' 'paranormal'],['comedy' 'cult' 'good versus evil' 'psychedelic' 'violence'],0
tt0383717,Wilby Wonderful,"['murder' 'flashback' 'mystery' 'suspenseful' 'psychological'
 'psychedelic' 'atmospheric']",['comedy'],0
tt2488496,Star Wars: Episode VII - The Force Awakens,"['cult' 'action' 'good versus evil' 'boring' 'murder' 'mystery'
 'suspenseful' 'entertaining' 'atmospheric' 'flashback']",['good versus evil' 'humor' 'murder' 'revenge' 'violence'],2
tt1670345,Now You See Me,['flashback' 'revenge' 'murder' 'comedy'],['clever' 'comedy' 'entertaining' 'flashback' 'revenge'],3
tt1034032,Gamer,"['murder' 'violence' 'revenge' 'flashback' 'neo noir' 'comedy'
 'suspenseful' 'cult' 'sadist']","['action' 'alternate reality' 'comedy' 'cult' 'dark' 'flashback' 'murder'
 'satire' 'stupid']",4
tt0146838,Any Given Sunday,['satire'],['violence'],0
tt0801526,The Tracey Fragments,['romantic' 'storytelling' 'flashback'],['flashback'],1
tt1124039,Echelon Conspiracy,['flashback' 'murder' 'suspenseful' 'violence' 'mystery' 'boring'],['flashback' 'murder' 'mystery'],3
tt0192255,The Little Vampire,['revenge' 'gothic' 'murder' 'good versus evil' 'cult'],['flashback' 'horror'],0
tt1054486,Futurama: Bender's Game,['cult' 'good versus evil' 'violence'],['alternate reality' 'cult' 'fantasy' 'insanity' 'psychedelic'],1
tt0402910,Chaos,['violence' 'revenge' 'neo noir' 'murder'],"['action' 'flashback' 'murder' 'neo noir' 'revenge' 'suspenseful'
 'violence']",4
tt0884328,The Mist,['violence' 'murder' 'cult' 'flashback'],"['atmospheric' 'cult' 'depressing' 'insanity' 'murder' 'psychological'
 'thought-provoking' 'tragedy' 'violence']",3
tt0353969,Salinui chueok,['murder' 'suspenseful'],['atmospheric' 'dark' 'haunting' 'murder' 'realism'],1
tt0274309,24 Hour Party People,['flashback' 'entertaining'],['boring' 'violence'],0
tt3416744,The End of the Tour,['psychedelic' 'romantic' 'storytelling' 'philosophical' 'sentimental'],['flashback'],0
tt0059125,Dr. Terror's House of Horrors,['murder' 'paranormal' 'horror' 'flashback'],['revenge'],0
tt0444682,The Reaping,['murder' 'paranormal'],['cult' 'murder' 'revenge'],1
tt0080855,Heaven's Gate,['violence' 'murder' 'cult' 'flashback' 'revenge' 'comedy'],['cult' 'melodrama' 'murder' 'tragedy' 'violence'],3
tt0061789,How I Won the War,"['violence' 'anti war' 'flashback' 'boring' 'historical' 'comedy' 'action'
 'cult']",['anti war' 'flashback' 'satire'],2
tt0250797,Unfaithful,['murder' 'flashback' 'romantic' 'mystery' 'atmospheric'],['flashback' 'murder' 'neo noir'],2
tt4005402,Colonia,"['murder' 'flashback' 'violence' 'dramatic' 'realism' 'boring'
 'historical' 'storytelling']",['cult'],0
tt0347304,Kal Ho Naa Ho,['romantic'],['melodrama'],0
tt0204709,Une liaison pornographique,['romantic' 'psychedelic' 'flashback'],['flashback' 'pornographic' 'realism'],1
tt0062453,Viy,['murder' 'insanity'],['psychedelic'],0
tt1121931,Crank: High Voltage,"['violence' 'comedy' 'cult' 'revenge' 'murder' 'satire' 'humor'
 'entertaining' 'absurd' 'action']","['absurd' 'comedy' 'cult' 'entertaining' 'flashback' 'psychedelic'
 'stupid' 'violence']",5
tt0100200,Mr. & Mrs. Bridge,['romantic'],['home movie' 'romantic'],1
tt0068424,The Creeping Flesh,"['gothic' 'cult' 'insanity' 'horror' 'atmospheric' 'paranormal' 'murder'
 'flashback' 'haunting']",['murder'],1
tt0059792,Terrore nello spazio,['suspenseful' 'horror' 'paranormal' 'cult' 'murder' 'violence' 'mystery'],['murder'],1
tt2024544,12 Years a Slave,"['murder' 'violence' 'flashback' 'dramatic' 'revenge' 'historical'
 'neo noir' 'realism' 'depressing' 'tragedy']",['boring' 'dramatic' 'historical'],2
tt0096764,The Adventures of Baron Munchausen,['psychedelic' 'cult'],"['absurd' 'comedy' 'cult' 'fantasy' 'psychedelic' 'revenge' 'romantic'
 'storytelling']",2
tt0049769,Slightly Scarlet,['murder' 'romantic' 'flashback' 'cult' 'violence' 'comedy'],['murder'],1
tt0131369,Edtv,['comedy' 'cult'],['romantic' 'satire'],0
tt2771372,Veronica Mars,['murder' 'neo noir' 'melodrama'],['entertaining'],0
tt0033238,Waterloo Bridge,['romantic'],['flashback' 'melodrama' 'tragedy'],0
tt0428446,The Darwin Awards,"['murder' 'suspenseful' 'comedy' 'boring' 'dramatic' 'flashback' 'realism'
 'mystery' 'depressing' 'bleak']",['comedy' 'flashback'],2
tt1193627,Immigrants (L.A. Dolce Vita),['romantic'],['satire'],0
tt0089155,Fletch,['neo noir' 'murder' 'comedy' 'satire'],['comedy' 'cult' 'humor'],1
tt0144814,The Rage: Carrie 2,['paranormal' 'horror'],['murder' 'revenge' 'suspenseful'],0
tt0463854,28 Weeks Later,['violence' 'murder' 'suspenseful' 'action' 'flashback' 'realism'],['action' 'sadist' 'violence'],2
tt0943326,Naked Fear,['murder' 'flashback'],['cruelty' 'murder' 'violence'],1
tt0114319,Sabrina,['psychedelic'],['dramatic' 'fantasy' 'romantic'],0
tt0099776,Europa Europa,['murder' 'historical' 'melodrama' 'flashback'],['avant garde' 'murder' 'romantic'],1
tt0049103,The Creature Walks Among Us,['murder'],['murder'],1
tt0073540,Picnic at Hanging Rock,['murder' 'mystery' 'insanity'],['boring' 'flashback' 'historical' 'mystery'],1
tt0081163,The Mirror Crack'd,['murder' 'mystery' 'comedy'],['flashback' 'melodrama' 'murder' 'mystery' 'satire'],2
tt0315297,Twisted,['murder'],['flashback' 'murder' 'neo noir' 'suspenseful' 'violence'],1
tt0067525,The Omega Man,['suspenseful' 'violence' 'cult' 'murder' 'mystery'],"['blaxploitation' 'comedy' 'cult' 'flashback' 'good versus evil' 'humor'
 'insanity' 'murder' 'revenge' 'violence']",3
tt3640424,Allied,['murder' 'revenge' 'flashback' 'violence' 'neo noir' 'comedy'],['intrigue' 'murder' 'suspenseful'],1
tt1187043,3 Idiots,['flashback' 'romantic'],"['entertaining' 'flashback' 'inspiring' 'plot twist' 'prank' 'romantic'
 'satire']",2
tt0289992,The Life of David Gale,"['murder' 'violence' 'flashback' 'neo noir' 'cult' 'dramatic' 'comedy'
 'boring' 'storytelling' 'suspenseful']",['flashback' 'murder' 'philosophical' 'suspenseful' 'thought-provoking'],3
tt1924435,Let's Be Cops,['comedy' 'humor' 'violence'],['flashback' 'murder'],0
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",['murder' 'violence' 'flashback' 'boring' 'fantasy' 'storytelling'],"['action' 'alternate reality' 'boring' 'fantasy' 'good versus evil'
 'psychedelic']",2
tt0356910,Mr. & Mrs. Smith,"['violence' 'comedy' 'flashback' 'murder' 'entertaining' 'humor' 'boring'
 'suspenseful']",['action' 'comedy' 'cult' 'entertaining' 'murder' 'mystery' 'romantic'],3
tt1130980,Three and Out,['flashback' 'murder' 'comedy' 'dramatic'],['comedy' 'romantic'],1
tt0040071,The Accused,['murder' 'mystery'],['murder' 'psychological'],1
tt0106582,Cliffhanger,['murder' 'violence' 'flashback' 'revenge' 'comedy'],"['action' 'cult' 'good versus evil' 'mystery' 'revenge' 'suspenseful'
 'tragedy' 'violence']",2
tt1034449,Kidnap,['murder'],['revenge'],0
tt4975722,Moonlight,"['romantic' 'flashback' 'tragedy' 'sentimental' 'dramatic' 'storytelling'
 'boring' 'revenge' 'violence']",['revenge'],1
tt0075679,Bad,['murder' 'comedy' 'violence' 'neo noir' 'flashback'],['comedy' 'cult' 'violence'],2
tt2322441,Fifty Shades of Grey,['romantic'],['pornographic' 'stupid'],0
tt0238546,Queen of the Damned,['paranormal'],['flashback' 'gothic' 'murder' 'paranormal' 'revenge'],1
tt0098067,Parenthood,['romantic'],['comedy'],0
tt0964539,Pathology,"['murder' 'suspenseful' 'insanity' 'horror' 'flashback' 'violence'
 'mystery' 'cult' 'atmospheric']",['dark' 'flashback' 'murder' 'neo noir' 'violence'],3
tt0091670,Offret,['philosophical' 'psychedelic'],['dramatic' 'insanity' 'philosophical'],1
tt1046163,My Best Friend's Girl,['flashback' 'romantic'],['humor'],0
tt1092026,Paul,['comedy' 'suspenseful' 'violence' 'cult' 'humor' 'entertaining' 'murder'],['comedy' 'flashback' 'humor' 'murder' 'psychedelic'],3
tt0119784,The Night Flier,['flashback' 'murder' 'violence' 'comedy' 'cult' 'horror' 'suspenseful'],['murder' 'violence'],2
tt2379386,In the Name of the King: The Last Mission,['violence' 'action' 'revenge' 'good versus evil' 'flashback'],['satire'],0
tt0250258,Das Experiment,['violence'],"['flashback' 'murder' 'psychological' 'romantic' 'sadist'
 'thought-provoking' 'violence']",1
tt0086050,One Dark Night,['cult' 'paranormal' 'horror' 'murder' 'gothic' 'comedy'],['murder' 'prank'],1
tt5460276,Kaabil,['flashback' 'murder'],['murder' 'revenge' 'romantic'],1
tt0111293,The Stöned Age,['murder' 'flashback' 'revenge' 'violence'],['cult'],0
tt3647498,Blood Father,"['murder' 'violence' 'revenge' 'neo noir' 'flashback' 'suspenseful'
 'comedy']",['comedy' 'murder' 'neo noir' 'revenge' 'suspenseful' 'violence'],6
tt0080339,Airplane!,['comedy'],"['absurd' 'comedy' 'cult' 'entertaining' 'flashback' 'humor' 'psychedelic'
 'romantic' 'satire']",1
tt0233469,Collateral Damage,['murder' 'violence' 'suspenseful' 'neo noir'],['comedy' 'murder' 'revenge' 'violence'],2
tt0051554,Dracula,['gothic' 'revenge'],['cult' 'good versus evil' 'gothic' 'paranormal' 'suspenseful' 'violence'],1
tt0064115,Butch Cassidy and the Sundance Kid,['murder' 'violence'],['cult' 'historical' 'humor' 'murder' 'tragedy' 'violence'],2
tt0093677,Opera,['murder' 'cult' 'violence' 'sadist' 'flashback' 'cruelty'],"['atmospheric' 'cruelty' 'cult' 'horror' 'insanity' 'murder' 'romantic'
 'sadist' 'suspenseful' 'violence']",5
tt0123209,The Other Sister,['violence' 'romantic' 'flashback'],['flashback'],1
tt0106220,Addams Family Values,['cult' 'psychedelic' 'comedy'],['comedy' 'cult' 'gothic' 'horror' 'psychedelic' 'romantic' 'stupid'],3
tt0220506,Halloween: Resurrection,['murder' 'violence' 'horror' 'cult' 'insanity' 'sadist' 'suspenseful'],"['cult' 'flashback' 'good versus evil' 'horror' 'murder' 'mystery'
 'revenge' 'satire' 'violence']",4
tt1571222,A Dangerous Method,['psychological' 'psychedelic' 'philosophical' 'insanity' 'storytelling'],['historical' 'insanity' 'psychological'],2
tt0362478,The Box,['murder' 'flashback' 'storytelling' 'mystery' 'suspenseful'],"['boring' 'depressing' 'murder' 'mystery' 'philosophical' 'plot twist'
 'psychedelic' 'psychological' 'suspenseful' 'violence']",3
tt1450672,Tau chut,['murder'],['sadist'],0
tt3511596,Close Range,['murder' 'revenge' 'cult'],['revenge'],1
tt0106977,The Fugitive,['murder' 'melodrama'],['action' 'flashback' 'murder' 'mystery' 'suspenseful' 'violence'],1
tt0282599,Siworae,['flashback' 'romantic' 'insanity' 'psychedelic' 'murder'],['psychedelic'],1
tt2177347,Walang hanggan,['romantic'],['cruelty' 'murder' 'revenge' 'romantic' 'suspenseful' 'violence'],1
tt0023245,The Mummy,['revenge'],['flashback' 'romantic'],0
tt0452624,The Good German,['murder' 'violence'],['flashback' 'historical' 'intrigue' 'murder' 'neo noir' 'violence'],2
tt0091083,From Beyond,"['comedy' 'psychedelic' 'murder' 'cult' 'mystery' 'satire' 'suspenseful'
 'humor' 'absurd' 'sci-fi']",['alternate reality' 'cult' 'insanity' 'sadist'],1
tt0104070,Death Becomes Her,['satire'],['comedy' 'cult' 'dark' 'murder' 'revenge' 'satire'],1
tt0061584,Doctor Dolittle,['romantic'],['cult' 'fantasy' 'flashback'],0
tt0207201,What Women Want,['comedy' 'romantic' 'entertaining'],['entertaining' 'paranormal' 'romantic' 'stupid'],2
tt0129387,There's Something About Mary,['romantic' 'comedy' 'entertaining'],"['bleak' 'boring' 'comedy' 'cult' 'entertaining' 'flashback' 'humor'
 'stupid']",2
tt0192731,Urban Legends: Final Cut,['murder' 'violence' 'cult' 'flashback' 'sadist' 'insanity'],['murder'],1
tt1034303,Defiance,"['murder' 'violence' 'flashback' 'dramatic' 'neo noir' 'realism' 'boring'
 'suspenseful' 'revenge' 'historical']",['murder' 'revenge' 'violence'],3
tt0061655,Dance of the Vampires,['gothic' 'cult'],['cult' 'dark' 'gothic' 'humor' 'psychedelic'],2
tt0038108,The Spanish Main,['romantic' 'action'],['action' 'intrigue' 'violence'],1
tt0814685,Frontière(s),['murder' 'violence'],['cruelty' 'psychedelic' 'sadist' 'violence'],1
tt0397892,Bolt,['satire'],['alternate reality' 'comedy' 'cute'],0
tt0120804,Resident Evil,['violence' 'flashback' 'murder'],['action' 'flashback' 'horror' 'murder' 'suicidal' 'violence'],3
tt0080806,Golem,"['murder' 'psychedelic' 'flashback' 'mystery' 'atmospheric' 'cult'
 'suspenseful' 'philosophical' 'boring' 'psychological']",['murder' 'psychedelic'],2
tt0113613,The Last Supper,['murder' 'flashback' 'comedy'],['boring' 'comedy' 'dark' 'murder' 'satire'],2
tt0398165,The Longest Yard,['flashback' 'violence' 'revenge' 'comedy'],['comedy' 'entertaining' 'melodrama' 'murder' 'revenge'],2
tt0164181,Stir of Echoes,['flashback'],['horror' 'murder' 'mystery' 'paranormal' 'romantic' 'suspenseful'],0
tt0079550,Meteor,['murder' 'revenge' 'violence'],['flashback'],0
tt0264508,Dagon,['cult' 'comedy' 'violence' 'murder' 'horror' 'suspenseful'],['cult' 'flashback' 'murder'],2
tt1245526,RED,"['murder' 'flashback' 'revenge' 'comedy' 'violence' 'entertaining' 'cult'
 'neo noir' 'boring' 'dramatic']",['action' 'bleak' 'comedy' 'flashback' 'humor' 'murder' 'violence'],4
tt0449487,Passengers,['suspenseful'],['boring' 'flashback' 'plot twist' 'psychological' 'suspenseful'],1
tt0878134,A Man Named Pearl,['melodrama'],['inspiring'],0
tt1984153,Excision,['prank' 'flashback' 'cult' 'violence' 'comedy' 'home movie' 'revenge'],['comedy'],1
tt0312004,The Curse of the Were-Rabbit,['psychedelic' 'comedy' 'entertaining' 'humor' 'cult'],['comedy' 'cute' 'entertaining' 'humor' 'psychedelic'],4
tt0114467,Skyscraper,['murder' 'suspenseful' 'neo noir' 'violence' 'mystery' 'flashback'],['cult' 'flashback' 'suspenseful' 'violence'],3
tt0180073,Quills,['romantic' 'murder'],['cruelty' 'murder' 'sadist' 'sci-fi' 'violence'],1
tt0093560,The Monster Squad,['psychedelic' 'horror'],['comedy' 'cult' 'entertaining' 'horror' 'humor' 'murder' 'psychedelic'],2
tt1095427,Skin,['flashback' 'violence' 'murder' 'revenge' 'dramatic'],['humor' 'violence'],1
tt0065580,Countess Dracula,['gothic' 'melodrama' 'insanity' 'murder' 'pornographic'],['gothic' 'murder' 'tragedy'],2
tt0384793,Accepted,['melodrama'],['action' 'romantic'],0
tt1433811,Disconnect,['comedy'],['depressing' 'dramatic' 'prank' 'revenge' 'sentimental'],0
tt0119345,I Know What You Did Last Summer,['murder'],"['cult' 'entertaining' 'horror' 'murder' 'mystery' 'revenge'
 'storytelling' 'suspenseful']",1
tt0106701,Dennis the Menace,['flashback' 'comedy' 'entertaining'],['prank'],0
tt0200550,Coyote Ugly,['entertaining' 'comedy' 'humor' 'cult' 'violence'],['comedy' 'entertaining' 'romantic'],2
tt2316411,Enemy,['murder'],['psychedelic' 'psychological' 'suspenseful' 'thought-provoking'],0
tt0084739,Superstition,"['murder' 'violence' 'cult' 'horror' 'gothic' 'insanity' 'revenge'
 'paranormal' 'sadist' 'suspenseful']",['cult' 'murder' 'paranormal' 'violence'],4
tt0037638,Detour,['suspenseful'],['cult' 'flashback' 'murder'],0
tt1249294,Bitten,['murder' 'revenge' 'good versus evil' 'violence' 'cult'],['comedy'],0
tt0322968,Kingdom Hearts,['fantasy'],['good versus evil'],0
tt0079083,Die dritte Generation,['flashback' 'comedy' 'psychedelic' 'murder' 'satire' 'cult'],['avant garde' 'murder' 'satire' 'violence'],2
tt0026138,Bride of Frankenstein,"['flashback' 'gothic' 'murder' 'revenge' 'horror' 'paranormal' 'violence'
 'cult' 'good versus evil']",['comedy' 'gothic' 'horror' 'humor'],2
tt0398913,DOA: Dead or Alive,['violence'],['entertaining' 'violence'],1
tt0441909,Volver,['flashback' 'murder' 'storytelling'],['comedy' 'murder' 'romantic'],1
tt0286716,Hulk,['cult' 'good versus evil'],['action' 'boring' 'flashback' 'good versus evil' 'murder' 'violence'],1
